Title,EmploymentType,Location,Closingdate,Agency,Link,ClosingDate2
Program Support Technician (Health Services) : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-coffeewood-correctional-center-culpepper-virginia-united-states,NA
Licensed Practical Nurse : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-coffeewood-correctional-center-culpepper-virginia-united-states,NA
Physician MD : Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physician-md-coffeewood-correctional-center-culpepper-virginia-united-states,NA
Physician MD #00251; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/physician-md-00251-augusta-correctional-center-augusta-county-virginia-united-states,NA
Dental Assistant #00683; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/dental-assistant-00683-augusta-correctional-center-augusta-county-virginia-united-states,NA
Mental Health Clinician; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/mental-health-clinician-augusta-correctional-center-augusta-county-virginia-united-states,NA
Nurse Practitioner #00252; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/nurse-practitioner-00252-augusta-correctional-center-augusta-county-virginia-united-states,NA
Laboratory Technician Senior #00272; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/laboratory-technician-senior-00272-augusta-correctional-center-augusta-county-virginia-united-states,NA
Program Support Technician (Health Services); Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-augusta-correctional-center-augusta-county-virginia-united-states,NA
Registered Nurse Supervisor (RNCA) #00254; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-rnca-00254-augusta-correctional-center-augusta-county-virginia-united-states,NA
Registered Nurse; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-augusta-correctional-center-augusta-county-virginia-united-states,NA
Licensed Practical Nurse; Augusta Correctional Center,Full-Time (Salaried),Augusta County,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-augusta-correctional-center-augusta-county-virginia-united-states,NA
"Veteran Service Representative - South Hill, VA",Full-Time (Salaried),Mecklenburg,Mar 10 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veteran-service-representative-south-hill-va-mecklenburg-virginia-united-states,2023-03-10T23:55:00Z
IT Business Data Analyst Lead,Full-Time (Salaried),Salem,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/it-business-data-analyst-lead-salem-virginia-united-states,2023-03-10T23:55:00Z
Forensic Evidence Specialist I - Central Laboratory - CF623 (Agency Only),Full-Time (Salaried),Richmond,Mar 2 2023 at 23:55 EST,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/forensic-evidence-specialist-i-central-laboratory-cf623-agency-only-richmond-virginia-united-states,2023-03-02T23:55:00Z
VIB-Associate-Fire Extinguisher Dept./Driver/Shipping/Receiving - #BVIIR002,Full-Time (Salaried),Richmond,,Dept for Blind/Vision Impaired,https://www.jobs.virginia.gov/jobs/vib-associate-fire-extinguisher-dept-driver-shipping-receiving-bviir002-richmond-virginia-united-states,NA
Deputy Clerk - Williamsburg,Full-Time (Salaried),Williamsburg,Mar 10 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/deputy-clerk-williamsburg-williamsburg-virginia-united-states,2023-03-10T23:55:00Z
Engineer  Senior Project  Manager  – Lynchburg District,Full-Time (Salaried),Lynchburg,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/engineer-senior-project-manager-lynchburg-district-lynchburg-virginia-united-states,2023-03-10T23:55:00Z
Business System Administrator,Full-Time (Salaried),Richmond,Mar 9 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/business-system-administrator-richmond-virginia-united-states,2023-03-09T23:55:00Z
Training & Outreach Coordinator,Full-Time (Salaried),Richmond,Mar 9 2023 at 23:55 EST,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/training-outreach-coordinator-richmond-virginia-united-states,2023-03-09T23:55:00Z
Sr. QA Automation Specialist-Position No. 00933,Full-Time (Salaried),Richmond,Mar 2 2023 at 23:55 EST,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/sr-qa-automation-specialist-position-no-00933-richmond-virginia-united-states,2023-03-02T23:55:00Z
"QA Automation Specialist, Position No. 00187",Full-Time (Salaried),Richmond,Mar 2 2023 at 23:55 EST,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/qa-automation-specialist-position-no-00187-richmond-virginia-united-states,2023-03-02T23:55:00Z
Maintenance Operator - Specialty Projects Halifax Residency,Full-Time (Salaried),Halifax,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-operator-specialty-projects-halifax-residency-halifax-virginia-united-states,2023-03-10T23:55:00Z
Information Technology Program Manager,Full-Time (Salaried),Richmond,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/information-technology-program-manager-richmond-virginia-united-states,2023-03-10T23:55:00Z
Specialty Dockets Compliance Analyst - Supreme Court of Virginia,Full-Time (Salaried),Richmond,Mar 10 2023 at 23:55 EST,Supreme Court,https://www.jobs.virginia.gov/jobs/specialty-dockets-compliance-analyst-supreme-court-of-virginia-richmond-virginia-united-states,2023-03-10T23:55:00Z
Executive Assistant to Director of Virginia State Parks,Full-Time (Salaried),Richmond,Mar 17 2023 at 23:55 EDT,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/executive-assistant-to-director-of-virginia-state-parks-richmond-virginia-united-states,2023-03-17T23:55:00Z
Healthcare Technician Sr.,Full-Time (Salaried),Stafford,Mar 6 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/healthcare-technician-sr-stafford-virginia-united-states,2023-03-06T23:55:00Z
Information Technology Database Administration Manager,Full-Time (Salaried),Richmond,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/information-technology-database-administration-manager-richmond-virginia-united-states,2023-03-10T23:55:00Z
Procurement Officer,Full-Time (Salaried),Charlottesville,,Department of Forestry,https://www.jobs.virginia.gov/jobs/procurement-officer-charlottesville-virginia-united-states-72a71e2e-59dc-4ebd-bc57-94e5f804340f,NA
Registered Nurse Supervisor Senior - Coffeewood Correctional Center,Full-Time (Salaried),Culpepper,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-senior-coffeewood-correctional-center-culpepper-virginia-united-states,NA
Customer Contact Center Senior Specialist,Full-Time (Salaried),Richmond,Mar 2 2023 at 23:55 EST,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/customer-contact-center-senior-specialist-richmond-virginia-united-states,2023-03-02T23:55:00Z
Retiree Counseling Supervisor (Remote),Full-Time (Salaried),Richmond,Mar 23 2023 at 23:55 EDT,Virginia Retirement System,https://www.jobs.virginia.gov/jobs/retiree-counseling-supervisor-remote-richmond-virginia-united-states,2023-03-23T23:55:00Z
Program Mgmt Analyst,Full-Time (Salaried),Suffolk,Mar 1 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/program-mgmt-analyst-suffolk-virginia-united-states,2023-03-01T23:55:00Z
Traffic Engineer,Full-Time (Salaried),"Alexandria
  Arlington
  Fairfax County
  Loudoun County
  Manassas
  Prince William

            Alexandria
  Arlington
  Fairfax County",Mar 8 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/traffic-engineer-alexandria-virginia-united-states-arlington-fairfax-county-loudoun-county-manassas-prince-william,2023-03-08T23:55:00Z
Land Surveyor Supervisor,Full-Time (Salaried),Fairfax County,Mar 13 2023 at 23:55 EDT,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/land-surveyor-supervisor-fairfax-county-virginia-united-states,2023-03-13T23:55:00Z
Probation Officer,Full-Time (Salaried),Accomac,Mar 12 2023 at 21:15 EDT,Department of Juvenile Justice,https://www.jobs.virginia.gov/jobs/probation-officer-accomac-virginia-united-states,2023-03-12T21:15:00Z
Customer Service Generalists - (Full Time/Salary) Ports District-Multi-Hire/Multi-Work Locations,Full-Time (Salaried),Portsmouth,Mar 6 2023 at 23:55 EST,Department of Motor Vehicles,https://www.jobs.virginia.gov/jobs/customer-service-generalists-full-time-salary-ports-district-multi-hire-multi-work-locations-virginia-united-states-portsmouth,2023-03-06T23:55:00Z
Corrections Lieutenant: Haynesville Correctional Complex #00157,Full-Time (Salaried),Richmond County,Feb 27 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/corrections-lieutenant-haynesville-correctional-complex-richmond-county-virginia-united-states,2023-02-27T23:55:00Z
Park Ranger Maintenance - Lake Anna State Park,Full-Time (Salaried),Spotsylvania,Mar 10 2023 at 23:55 EST,Dept Conservation & Recreation,https://www.jobs.virginia.gov/jobs/park-ranger-maintenance-lake-anna-state-park-spotsylvania-virginia-united-states,2023-03-10T23:55:00Z
Attorney - Assistant Public Defender I/II - Prince William,Full-Time (Salaried),Prince William,Mar 10 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-prince-william-manassas-virginia-united-states,2023-03-10T23:55:00Z
Senior Assistant Public Defender / Senior Trial Attorney - Prince William,Full-Time (Salaried),Prince William,Mar 10 2023 at 23:55 EST,Indigent Defense Commission,https://www.jobs.virginia.gov/jobs/senior-assistant-public-defender-senior-trial-attorney-prince-william-manassas-virginia-united-states-a764cc81-8749-47fd-9c77-ad1221052206,2023-03-10T23:55:00Z
Accountant,Full-Time (Salaried),Petersburg,Mar 10 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/accountant-petersburg-virginia-united-states,2023-03-10T23:55:00Z
Sr. Financial Compliance Analyst #W0537,Full-Time (Salaried),Richmond,Mar 3 2023 at 23:55 EST,Department of Social Services,https://www.jobs.virginia.gov/jobs/sr-financial-compliance-analyst-richmond-virginia-united-states,2023-03-03T23:55:00Z
Financial Program Coordinator,Full-Time (Salaried),Salem,Mar 6 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/financial-program-coordinator-salem-virginia-united-states,2023-03-06T23:55:00Z
"Veteran Service Representative - Springfield, VA",Full-Time (Salaried),Fairfax County,Mar 10 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veteran-service-representative-springfield-va-fairfax-county-virginia-united-states,2023-03-10T23:55:00Z
Veterans Services Representative - Pentagon,Full-Time (Salaried),Fairfax County,Mar 3 2023 at 23:55 EST,Dept of Veterans Services,https://www.jobs.virginia.gov/jobs/veterans-services-representative-pentagon-fairfax-county-virginia-united-states,2023-03-03T23:55:00Z
Administrative Law Clerk - Judge Athey's Chambers,Full-Time (Salaried),Richmond,Apr 3 2023 at 23:55 EDT,Supreme Court,https://www.jobs.virginia.gov/jobs/administrative-law-clerk-judge-athey-s-chambers-richmond-virginia-united-states,2023-04-03T23:55:00Z
Assistant State Engineer- Traffic Operations,Full-Time (Salaried),Richmond,Mar 17 2023 at 23:55 EDT,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/assistant-state-engineer-traffic-operations-richmond-virginia-united-states,2023-03-17T23:55:00Z
Public Health Nurse,Full-Time (Salaried),Nelson,Mar 9 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-nelson-virginia-united-states,2023-03-09T23:55:00Z
Food Operations Supervisor: Cold Springs CCAP #01202,Full-Time (Salaried),"Augusta County
  Staunton",Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-greenville-virginia-united-states-5a3b9e95-1c45-4b1c-9258-e964fbc2c336,2023-03-10T23:55:00Z
Hearing Officer: Augusta Correctional Center #00750,Full-Time (Salaried),Augusta County,Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/hearing-officer-augusta-correctional-center-00750-augusta-county-virginia-united-states,2023-03-10T23:55:00Z
Casework Counselor: Augusta Correctional Center #00073,Full-Time (Salaried),Augusta County,Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-augusta-correctional-center-augusta-county-virginia-united-states,2023-03-10T23:55:00Z
Casework Counselor: Cold Springs Correctional Unit 10 #10041,Full-Time (Salaried),Augusta County,Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/casework-counselor-cold-springs-correctional-unit-10-augusta-county-virginia-united-states,2023-03-10T23:55:00Z
Food Operations Supervisor: Augusta Correctional Center #00025,Full-Time (Salaried),Augusta County,Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/food-operations-supervisor-augusta-correctional-center-00025-augusta-county-virginia-united-states,2023-03-10T23:55:00Z
Electronic Technician Senior: Augusta Correctional Center #00742,Full-Time (Salaried),Augusta County,Mar 10 2023 at 23:55 EST,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/electronic-technician-senior-augusta-correctional-center-00742-augusta-county-virginia-united-states,2023-03-10T23:55:00Z
PH Nurse Supervisor - NFP,Full-Time (Salaried),Suffolk,Mar 9 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/ph-nurse-supervisor-nfp-suffolk-virginia-united-states,2023-03-09T23:55:00Z
Office Services Supervisor Senior,Full-Time (Salaried),Suffolk,Mar 9 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/office-services-supervisor-senior-suffolk-virginia-united-states,2023-03-09T23:55:00Z
"Community Liaison Officer, Programs Section (OAG00448)",Full-Time (Salaried),Fairfax,,Attorney General & Dept of Law,https://www.jobs.virginia.gov/jobs/community-liaison-officer-programs-section-oag00448-fairfax-virginia-united-states,NA
Sr. Financial Compliance Analyst - #W4386,Full-Time (Salaried),Richmond,,Department of Social Services,https://www.jobs.virginia.gov/jobs/sr-financial-compliance-analyst-w4386-richmond-virginia-united-states,NA
Human Resource Director - CF809,Full-Time (Salaried),Richmond,Mar 8 2023 at 23:55 EST,Department of Forensic Science,https://www.jobs.virginia.gov/jobs/human-resource-director-cf809-richmond-virginia-united-states,2023-03-08T23:55:00Z
Program Support Technician ( Health Services),Full-Time (Salaried),Buckingham,,Dept of Corr - Central Admin,https://www.jobs.virginia.gov/jobs/program-support-technician-health-services-buckingham-virginia-united-states,NA
Public Health Nurse,Full-Time (Salaried),Henrico,Mar 9 2023 at 23:55 EST,Department of Health,https://www.jobs.virginia.gov/jobs/public-health-nurse-henrico-virginia-united-states,2023-03-09T23:55:00Z
Accounts Receivable Fiscal Accountant - #ARS00087,Full-Time (Salaried),Henrico,Mar 10 2023 at 23:55 EST,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/accounts-receivable-fiscal-accountant-ars00087-henrico-virginia-united-states,2023-03-10T23:55:00Z
Real Pay for Real Jobs EPIC Project Vocational Rehabilitation Counselor (Southwest District) - #ARS00648,Full-Time (Salaried),Wythe,,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/real-pay-for-real-jobs-epic-project-vocational-rehabilitation-counselor-southwest-district-ars00648-wythe-virginia-united-states,NA
IT Security Governance Analyst,Full-Time (Salaried),Richmond,,VA Information Tech Agency,https://www.jobs.virginia.gov/jobs/it-security-governance-analyst-richmond-virginia-united-states,NA
"Manager, Supplier Relationship Management - P0121",Full-Time (Salaried),Richmond,,Department of General Services,https://www.jobs.virginia.gov/jobs/manager-supplier-relationship-management-p0121-richmond-virginia-united-states,NA
Bridge Operator – Amherst Bridge Crew,Full-Time (Salaried),Amherst,Mar 10 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/bridge-operator-amherst-bridge-crew-amherst-virginia-united-states,2023-03-10T23:55:00Z
Claims Services Technical Liaison,Full-Time (Salaried),Richmond,Mar 1 2023 at 23:55 EST,VA Workers' Compensation Comm,https://www.jobs.virginia.gov/jobs/claims-services-technical-liaison-richmond-virginia-united-states,2023-03-01T23:55:00Z
Maintenance Supervisor,Full-Time (Salaried),Covington,Mar 5 2023 at 23:55 EST,VA Dept of Transportation,https://www.jobs.virginia.gov/jobs/maintenance-supervisor-covington-virginia-united-states,2023-03-05T23:55:00Z
Human Services Manager - #ARS00011,Full-Time (Salaried),Winchester,Mar 8 2023 at 23:55 EST,Dept for Aging & Rehab Svcs,https://www.jobs.virginia.gov/jobs/human-services-manager-ars00011-winchester-virginia-united-states,2023-03-08T23:55:00Z
