Link,RequisitionID,PayBand,HiringRange,RecruitmentType,Location
https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-charlottesville-staunton-waynesboro-virginia-united-states,496982,NA,"negotiable to $65,000",General Public - G,25th Dist. CSU Waynesboro
https://www.jobs.virginia.gov/jobs/american-sign-language-court-interpreter-tidewater-portsmouth-virginia-united-states,496980,NA,"negotiable to $65,000",General Public - G,3rd Dist. CSU Portsmouth
https://www.jobs.virginia.gov/jobs/masonry-teacher-haynesville-correctional-center-ed009-richmond-county-virginia-united-states,496967,NA,"$53,158 - $74,551",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/food-operations-supervisor-augusta-correctional-center-00025-augusta-county-virginia-united-states,496961,NA,"$39,900 - $54,317",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/electronic-technician-senior-augusta-correctional-center-00742-augusta-county-virginia-united-states,496958,NA,"$46,305 - $72,236",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/probation-officer-sex-offender-specialist-p-p-district-03-portsmouth-p0316-portsmouth-virginia-united-states,496935,NA,"$42,500 - $47,000",General Public - G,Portsmouth P&P
https://www.jobs.virginia.gov/jobs/human-resource-benefits-analyst-henrico-virginia-united-states,496912,NA,"$65,000 - $70,000 commensurate with experience",General Public - G,ADMINISTRATIVE OFFICE 200
https://www.jobs.virginia.gov/jobs/office-services-specialist-asd-central-campus-00458-goochland-virginia-united-states,496875,NA,"$31,200 - $41,576",General Public - G,Academy for Staff Dev Central
https://www.jobs.virginia.gov/jobs/deputy-clerk-henrico-henrico-virginia-united-states,496859,NA,"negotiable to $35,923",General Public - G,14th Dist. Henrico
https://www.jobs.virginia.gov/jobs/records-manager-augusta-correctional-center-00018-augusta-county-virginia-united-states,496868,NA,"$38,894 - $60,675",General Public - G,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-sergeant-wallens-ridge-state-prison-00062-wise-virginia-virginia-united-states,496865,NA,"$46,400 - $82,732",Agency Employee Only - A,Wallens Ridge State Prison
https://www.jobs.virginia.gov/jobs/hearing-officer-augusta-correctional-center-00750-augusta-county-virginia-united-states,496861,NA,"$42,000 - $64,909",Agency Employee Only - A,Augusta Correctional Center
https://www.jobs.virginia.gov/jobs/park-ranger-maintenance-lake-anna-state-park-spotsylvania-virginia-united-states,496848,NA,"$31,746 - $46,355",General Public - G,Lake Anna State Park
https://www.jobs.virginia.gov/jobs/deputy-clerk-albemarle-charlottesville-charlottesville-virginia-united-states,496845,NA,"negotiable to $35,923",General Public - G,16th Dist. CSU Charlottesville
https://www.jobs.virginia.gov/jobs/water-quality-specialist-buchanan-virginia-united-states-dickenson-lee-russell-scott-washington-wise-virginia-3bd8ed1b-55bb-4e7a-846f-493f26a2fd3c,496824,NA,"Starting at $38,894.00+ with benefits",General Public - G,Western Office Abingdon
https://www.jobs.virginia.gov/jobs/deputy-clerk-smyth-smyth-virginia-united-states,496828,NA,"negotiable to $35,923",General Public - G,CSU 28 - Marion
https://www.jobs.virginia.gov/jobs/surveillance-officer-sex-offender-p-p-district-30-hampton-p3030-hampton-virginia-united-states,496730,NA,"$31,850 - $42,442",General Public - G,Hampton P&P
https://www.jobs.virginia.gov/jobs/deputy-clerk-chesapeake-chesapeake-virginia-united-states,496806,NA,"negotiable to $35,923",General Public - G,Chesapeake General District Ct
https://www.jobs.virginia.gov/jobs/office-manager-high-bridge-trail-state-park-prince-edward-virginia-united-states,496736,NA,"$37,042 - $52,500",General Public - G,High Bridge Trail State Park
https://www.jobs.virginia.gov/jobs/probation-officer-sex-offender-specialist-p-p-district-06-suffolk-p0610-suffolk-virginia-united-states,496790,NA,"$42,500 - $47,000",General Public - G,Suffolk P&P
https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-deerfield-correctional-center-00511-richmond-virginia-united-states,496795,NA,"$46,305 - $72,236",General Public - G,Deerfield Correctional Center
https://www.jobs.virginia.gov/jobs/office-services-assistant-community-corrections-p-p-district34-williamsburg-p3406-williamsburg-virginia-united-states,496781,NA,"$30,000 - $38,865",General Public - G,Williamsburg P&P
https://www.jobs.virginia.gov/jobs/maintenance-operator-structure-and-bridge-capron-franklin-virginia-united-states-southampton,496776,NA,"$39,140 to $63,603",General Public - G,Capron AHQ
https://www.jobs.virginia.gov/jobs/administrative-assistant-bvi00252-henrico-virginia-united-states,496760,2,"Minimum starting salary at $36,000 commensurate with experience",General Public - G,Blind & Vision Impaired
https://www.jobs.virginia.gov/jobs/district-materials-engineer-suffolk-virginia-united-states,496756,NA,"$104,612 - $145,000",General Public - G,Suffolk Office
https://www.jobs.virginia.gov/jobs/corrections-officer-rustburg-virginia-united-states,494497,NA,"$42,000",General Public - G,Rustburg Correctional Unit 09
https://www.jobs.virginia.gov/jobs/corrections-officer-state-farm-virginia-united-states-879b0512-6a7f-44ff-8df6-38a8352b1c34,494034,NA,"$42,000",General Public - G,Beaumont Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-baskerville-virginia-united-states,494028,NA,"$42,000",General Public - G,Baskerville Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-burkeville-virginia-united-states,494026,NA,"$42,000",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-victoria-virginia-united-states,494025,NA,"$42,000",General Public - G,Lunenburg Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-troy-virginia-united-states,494024,NA,"$43,915",General Public - G,Fluvanna Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states-a2a34a4e-1d25-4cc6-9b45-00826cf35976,494021,NA,"$42,000",General Public - G,Dillwyn Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-dillwyn-virginia-united-states,494017,NA,"$42,000",General Public - G,Buckingham Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-mitchells-virginia-united-states,494014,NA,"$42,000",General Public - G,Coffeewood Correctional Center
https://www.jobs.virginia.gov/jobs/residency-business-administrator-wise-virginia-united-states,494567,NA,"$48,536 - $78,871",General Public - G,Wise Residency
https://www.jobs.virginia.gov/jobs/engineer-senior-supervisor-signal-operations-colonial-heights-virginia-united-states,496561,NA,"$100,000 - $130,000",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/adjudication-specialist-henrico-virginia-united-states,493477,NA,"$70,000 - $79,000",General Public - G,Perimeter Center
https://www.jobs.virginia.gov/jobs/stormwater-plan-reviewer-woodbridge-virginia-united-states,495081,NA,"$55,892 - $85,000 Commensurate with Experience",General Public - G,"Northern Regional Office - Woodbridge, Virginia"
https://www.jobs.virginia.gov/jobs/chief-of-housing-and-programs-manager-richmond-virginia-united-states,496458,5,"$54,359 - $89,148",Agency Employee Only - A,Deerfield Correctional Center
https://www.jobs.virginia.gov/jobs/registered-nurse-supervisor-rnca-troy-virginia-united-states,494310,NA,"$86,000 -$98,241",General Public - G,Fluvanna Correctional Center
https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-state-farm-virginia-united-states-77bbd512-f355-4973-84f3-36d70368705e,493978,NA,"$55,125 - $77, 175",General Public - G,State Farm Correctional Center
https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-richmond-w2150-henrico-virginia-united-states,495929,NA,"$38,894 - $47,000 (salary commensurate with experience)",General Public - G,DCSE CENTRAL VIRGINIA
https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-dillwyn-virginia-united-states,493663,NA,"$55,000 - $71,370",General Public - G,Dillwyn Correctional Center
https://www.jobs.virginia.gov/jobs/dental-assistant-mitchells-virginia-united-states,495071,NA,"$31,500 - $46,444",General Public - G,Coffeewood Correctional Center
https://www.jobs.virginia.gov/jobs/support-enforcement-specialist-senior-manassas-ws004-manassas-virginia-united-states-49ac5eea-7156-43d3-88c4-430ade54278c,495909,NA,"$50,000 - $58,000, (salary commensurate with experience)",Agency Employee Only - A,DCSE MANASSAS
https://www.jobs.virginia.gov/jobs/treatment-plant-operator-james-river-plant-goochland-virginia-united-states,496524,NA,"$36,383 - $56,757",General Public - G,State Farm Work Center
https://www.jobs.virginia.gov/jobs/deputy-director-of-administration-and-outreach-henrico-virginia-united-states,496203,7,"Starting at $86,722 (salary to commensurate with experience)",General Public - G,Dept of Wildlife Resources
https://www.jobs.virginia.gov/jobs/deputy-clerk-hanover-hanover-virginia-united-states,496744,NA,"negotiable to $35,923",General Public - G,15th Dist.CSU Hanover County
https://www.jobs.virginia.gov/jobs/vvfs-veteran-peer-specialist-charlottesville-virginia-united-states,496362,NA,"$40,000-$50,000",General Public - G,NA
https://www.jobs.virginia.gov/jobs/probation-officer-senior-reentry-team-leader-p-p-district-19-newport-news-p1959-newport-news-virginia-united-states,496720,NA,"$50,248 - $89,223",General Public - G,Newport News P&P
https://www.jobs.virginia.gov/jobs/accountant-sussex-i-and-ii-state-prison-complex-sussex-virginia-united-states,496714,NA,"$38,894 - $60,675",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/librarian-sussex-i-and-ii-state-prison-complex-sussex-virginia-united-states,496713,NA,"$58,093 - $81,471",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/corrections-sergeant-haynesville-correctional-complex-richmond-county-virginia-united-states,496710,NA,"$46,400 - $82,732",Agency Employee Only - A,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-lieutenant-haynesville-correctional-complex-richmond-county-virginia-united-states,496709,NA,"$51,240 - $89,223",Agency Employee Only - A,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/treatment-plant-operator-coffeewood-plant-culpepper-virginia-united-states,496523,NA,"$36,383 - $56,757",General Public - G,Coffeewood Correctional Center
https://www.jobs.virginia.gov/jobs/casework-counselor-caroline-correctional-unit-caroline-virginia-united-states,496479,4,"$42,000 - $60,675",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/casework-counselor-multiple-vacancies-haynesville-correctional-complex-richmond-county-virginia-united-states,496474,4,"$42,000 - $60,675",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/office-services-specialist-programs-haynesville-correctional-complex-richmond-county-virginia-united-states,496468,2,"$31,200 - $41,576",General Public - G,Human Resources Headquarters
https://www.jobs.virginia.gov/jobs/office-services-specialist-operations-haynesville-correctional-complex-richmond-county-virginia-united-states,496466,2,"$31,200 - $41,576",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/accountant-deerfield-correctional-complex-southampton-virginia-united-states,496463,4,"$38,894 - $60,675",General Public - G,Deerfield Correctional Center
https://www.jobs.virginia.gov/jobs/plumber-steamfitter-supervisor-southampton-virginia-united-states,496418,4,"$43,659 - $68,108",General Public - G,Deerfield Correctional Center
https://www.jobs.virginia.gov/jobs/administrative-veterans-service-representative-fredericksburg-va-fredericksburg-virginia-united-states,496469,NA,"$36,000",General Public - G,NA
https://www.jobs.virginia.gov/jobs/veterans-services-representative-pentagon-fairfax-county-virginia-united-states,496455,NA,"Up to $55,000",General Public - G,NA
https://www.jobs.virginia.gov/jobs/veteran-service-representative-springfield-va-fairfax-county-virginia-united-states,496454,NA,"Up to $55,000",General Public - G,"Springfield, VA"
https://www.jobs.virginia.gov/jobs/chief-probation-officer-probation-director-p-p-district-06-suffolk-p0601-suffolk-virginia-united-states,496728,NA,"$67,980 - $122,804",Agency Employee Only - A,Suffolk P&P
https://www.jobs.virginia.gov/jobs/nutritionist-supervisor-senior-alx-alexandria-virginia-united-states,496371,NA,"$75,000-$100,069",General Public - G,Alexandria HQ
https://www.jobs.virginia.gov/jobs/area-forester-five-forks-district-dinwiddie-virginia-united-states-da2f1a39-b3b2-48ce-bfe0-2d1efcf97b55,496640,NA,"Starting at $40,000.00+ with benefits",General Public - G,Eastern Office Dinwiddie
https://www.jobs.virginia.gov/jobs/area-forester-five-forks-district-dinwiddie-virginia-united-states,496636,NA,"Starting at $40,000.00+ with benefits",General Public - G,Eastern Office Dinwiddie
https://www.jobs.virginia.gov/jobs/forest-technician-capital-district-new-kent-virginia-united-states,496643,NA,"Starting at $33,000.00+ with benefits",General Public - G,Eastern Office New Kent
https://www.jobs.virginia.gov/jobs/communications-specialist-senior-colonial-heights-virginia-united-states,496632,NA,"$60,568 - $98,423",General Public - G,Richmond District Office
https://www.jobs.virginia.gov/jobs/operator-structure-and-bridge-montgomery-county-virginia-united-states,496610,NA,36400-50000,General Public - G,Ironto Sub-AHQ
https://www.jobs.virginia.gov/jobs/maintenance-crew-leader-botetourt-county-virginia-united-states,496609,NA,36218-55000,General Public - G,Troutville AHQ
https://www.jobs.virginia.gov/jobs/maintenance-supervisor-botetourt-county-virginia-united-states,496604,NA,41886-60000,General Public - G,Troutville AHQ
https://www.jobs.virginia.gov/jobs/area-forester-mountain-valley-district-rockbridge-county-virginia-united-states,496605,NA,"Starting at $40,000.00 with benefits",General Public - G,Western Office Augusta
https://www.jobs.virginia.gov/jobs/maintenance-operator-shipman-ahq-nelson-virginia-united-states,496602,NA,"$33,005 - $53,633",General Public - G,Shipman AHQ
https://www.jobs.virginia.gov/jobs/water-quality-specialist-virginia-united-states-bland-carroll-grayson-tazewell-wythe,496593,NA,"Starting at $38,894.00+ with benefits",General Public - G,Western Office Galax
https://www.jobs.virginia.gov/jobs/human-resource-consultant-senior-suffolk-virginia-united-states,495872,NA,"$69,964 - $90,000",General Public - G,Hampton Roads District Office
https://www.jobs.virginia.gov/jobs/maintenance-superintendent-specialty-crew-williamsburg-residency-williamsburg-virginia-united-states,496572,4,"$63,000 - $84,000",General Public - G,Williamsburg Residency
https://www.jobs.virginia.gov/jobs/construction-inspector-chesapeake-virginia-united-states,496557,NA,"$47,238 - $55,000",General Public - G,Interstate Management Office
https://www.jobs.virginia.gov/jobs/corrections-officer-chesapeake-virginia-united-states-058fc458-5d58-45cf-bf33-37f492f3486b,494044,NA,"$42,000",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/electrician-supervisor-chesapeake-virginia-united-states,494333,NA,"$43,659 - $68,108",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-vacancies-chesapeake-virginia-united-states,494332,NA,"$39,900 - $54,317",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/hvac-installation-repair-supervisor-chesapeake-virginia-united-states,494331,NA,"$46,305 - $72,236",General Public - G,Indian Creek Correctional Ctr
https://www.jobs.virginia.gov/jobs/corrections-officer-patrol-canine-multiple-positions-waverly-virginia-united-states,494815,NA,"$43,915 - $71,370",General Public - G,Sussex I State Prison
https://www.jobs.virginia.gov/jobs/food-operations-supervisor-multiple-positions-waverly-virginia-united-states,494812,NA,"$39,900 - $54,317",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/corrections-sergeant-multiple-vacancies-waverly-virginia-united-states,494808,NA,"$48,516 - $82,732",Agency Employee Only - A,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/recreation-supervisor-waverly-virginia-united-states,494802,NA,"$34,818 - $54,317",General Public - G,Sussex II State Prison
https://www.jobs.virginia.gov/jobs/storekeeper-senior-waverly-virginia-united-states,494797,NA,"$29,772 - $46,444",General Public - G,Sussex I State Prison
https://www.jobs.virginia.gov/jobs/associate-university-counsel-assistant-attorney-general-radford-radford-virginia-united-states,495101,NA,Commensurate with experience,General Public - G,RADFORD
https://www.jobs.virginia.gov/jobs/mitigation-specialist-chesterfield-chester-virginia-united-states,494744,NA,"$52,990.00 + State Benefits",General Public - G,CHESTERFIELD 326
https://www.jobs.virginia.gov/jobs/office-manager-administrative-chesterfield-chester-virginia-united-states,495678,NA,"$44,095.00 + State Benefits",General Public - G,CHESTERFIELD 326
https://www.jobs.virginia.gov/jobs/recruiter-chesapeake-virginia-united-states-gloucester-hampton-isle-of-wight-portsmouth-suffolk-surry-sussex-virginia-beach-williamsburg-york,496426,NA,"$43,500",General Public - G,Commonwealth Challenge
https://www.jobs.virginia.gov/jobs/environmental-health-specialist-sr-petersburg-virginia-united-states,496413,NA,"$41,475 - $53,478",General Public - G,CRATER HQ
https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-3fb02579-33c4-4835-a0a6-2e35c97a5c93,496520,NA,"$33,005 - $53,633",General Public - G,Abingdon Residency
https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-bland-wythe,496518,NA,"$33,005 - $53,633",General Public - G,Wytheville Residency
https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states-wise-virginia,496514,NA,"$33,005 - $53,633",General Public - G,Wise Residency
https://www.jobs.virginia.gov/jobs/highway-maintenance-worker-bristol-virginia-united-states,496497,NA,"$33,005 - $53,633",General Public - G,Lebanon AHQ
https://www.jobs.virginia.gov/jobs/driving-instructor-wwrw0316-fishersville-virginia-united-states,496477,4,"Maximum Salary $65,000",General Public - G,Wilson Wkfc Rehab Ctn
https://www.jobs.virginia.gov/jobs/district-mental-health-clinician-district-40-fincastle-p-p-fincastle-virginia-united-states,493502,NA,"$55,125 - $77,175",General Public - G,Fincastle P&P
https://www.jobs.virginia.gov/jobs/corrections-officer-haynesville-virginia-united-states,494042,NA,"$42,000",General Public - G,Haynesville Correctional Ctr
https://www.jobs.virginia.gov/jobs/deputy-clerk-wythe-richmond-virginia-united-states,494490,NA,"negotiable to 35,923",General Public - G,J&DR Court
https://www.jobs.virginia.gov/jobs/mathematics-instructor-va-beach-virginia-united-states,496354,NA,"$48,000",General Public - G,Commonwealth Challenge
https://www.jobs.virginia.gov/jobs/forest-technician-new-river-district-charlottesville-virginia-united-states-138e75d1-3181-4fdd-8668-7614fcc472b0,496058,NA,"Starting at $33,000.00+ with benefits",General Public - G,"Charlottesville, Nat Resrcs Dr"
https://www.jobs.virginia.gov/jobs/weights-and-measures-large-capacity-scale-inspector-fredericksburg-virginia-united-states,495315,NA,"$38,894 - $57,750",General Public - G,Fredericksburg Territory
https://www.jobs.virginia.gov/jobs/chief-ranger-visitor-experience-shenandoah-river-state-park-bentonville-virginia-united-states,496230,NA,"$35,370 - $60,289",General Public - G,Shenandoah River State Park
https://www.jobs.virginia.gov/jobs/registered-nurse-waverly-virginia-united-states,493616,NA,"$71,000 - $91,007",General Public - G,Sussex State Prison Complex
https://www.jobs.virginia.gov/jobs/direct-service-associate-i-health-services-medical-housekeeping-waverly-virginia-united-states,494146,NA,"$27,518 - $38,984",General Public - G,Sussex State Prison Complex
https://www.jobs.virginia.gov/jobs/maintenance-operator-franklin-residency-capron-virginia-united-states,495731,NA,"$35,489 - $44,361",General Public - G,Capron AHQ and Smithfield AHQ's
https://www.jobs.virginia.gov/jobs/vocational-rehabilitation-counselor-trainee-rcd-2-500-sign-on-bonus-henrico-virginia-united-states,493881,NA,Please see notation within job description,General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/director-of-infection-control-warrenton-virginia-united-states,494410,NA,"$70,000 - $80,000",General Public - G,Vint Hill Center
https://www.jobs.virginia.gov/jobs/deputy-clerk-prince-william-manassas-virginia-united-states,493734,NA,"negotiable to 43,259",General Public - G,Prince William Gen Dist Court
https://www.jobs.virginia.gov/jobs/vietnamese-language-court-interpreter-prince-william-richmond-virginia-united-states,493432,NA,"negotiable to $62,000",General Public - G,Supreme Court of Virginia
https://www.jobs.virginia.gov/jobs/senior-assistant-public-defender-senior-trial-attorney-prince-william-manassas-virginia-united-states-a764cc81-8749-47fd-9c77-ad1221052206,494094,NA,"$85,597.00 + State Benefits",General Public - G,PRINCE WILLIAM 311
https://www.jobs.virginia.gov/jobs/plumber-steamfitter-blackstone-virginia-united-states,496050,NA,"$45,000-$50,000",General Public - G,Dept� of Military Affairs
https://www.jobs.virginia.gov/jobs/dental-hygienist-burkeville-virginia-united-states,493629,NA,"$54,023 - $84,275",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/registered-nurse-burkeville-virginia-united-states-94062040-e219-4535-bb25-985dbc05f81f,493654,NA,"$71,000 - $91,007",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/licensed-practical-nurse-burkeville-virginia-united-states-d62d1ff5-d1b3-4f30-a53e-04a723c0ddc4,493655,NA,"$55,000 - $71,370",General Public - G,Sussex State Prison Complex
https://www.jobs.virginia.gov/jobs/human-resources-officer-burkeville-virginia-united-states,494096,NA,"$63,000 - $88,597",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/mental-health-clinician-i-burkeville-virginia-united-states,493652,NA,"$55,125 - $77,175",General Public - G,Nottoway Correctional Center
https://www.jobs.virginia.gov/jobs/corrections-officer-chesapeake-virginia-united-states,494038,NA,"$42,000",General Public - G,St. Brides Correctional Center
https://www.jobs.virginia.gov/jobs/deputy-clerk-king-william-aylett-virginia-united-states,493737,NA,"negotiable to 35,923",General Public - G,King William County Territory
https://www.jobs.virginia.gov/jobs/forest-technician-new-river-district-charlottesville-virginia-united-states,496057,NA,"Starting at $33,000.00+ with benefits",General Public - G,"Charlottesville, Nat Resrcs Dr"
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-southwest-virginia-offices-martinsville-virginia-united-states,494165,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,Multiple Locations
https://www.jobs.virginia.gov/jobs/dentist-jarratt-virginia-united-states,493656,NA,"$115,500 - $189,277",General Public - G,Greensville Correctional Ctr
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-bedford-bedford-virginia-united-states,496330,NA,"$58,492.00 + State Benefits",General Public - G,BEDFORD 312
https://www.jobs.virginia.gov/jobs/magistrate-loudoun-leesburg-virginia-united-states,494707,NA,Commensurate with experience,General Public - G,Loudoun Magistrates' Office
https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-fairfax-fairfax-virginia-united-states,493795,NA,"negotiable to 65,000",General Public - G,Fairfax City Gen Dist Court
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-roanoke-roanoke-virginia-united-states,496402,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,ROANOKE 303
https://www.jobs.virginia.gov/jobs/staff-occupational-therapist-wwrw0116-fishersville-virginia-united-states,496319,5,"Maximum Salary $80,000",General Public - G,Wilson Wkfc Rehab Ctn
https://www.jobs.virginia.gov/jobs/public-health-nurse-christiansburg-virginia-united-states,495983,NA,"$49,000-$50,000",General Public - G,NEW RIVER HQ
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-suffolk-suffolk-virginia-united-states,496188,NA,"$58,492.00 + State Benefits",General Public - G,SUFFOLK 314
https://www.jobs.virginia.gov/jobs/magistrate-lynchburg-lynchburg-virginia-united-states,494404,NA,Commensurate with experience,General Public - G,Lynchburg City
https://www.jobs.virginia.gov/jobs/dental-hygienist-wise-virginia-united-states,495985,NA,38894 - 60000,General Public - G,LENOWISCO HQ
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-pulaski-pulaski-virginia-united-states,496078,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,PULASKI 310
https://www.jobs.virginia.gov/jobs/poultry-grader-night-shift-danville-virginia-united-states,495566,4,"up to $50,000 annually",General Public - G,Danville
https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-southwest-virginia-oag00663-roanoke-virginia-united-states,495953,NA,Commensurate with experience,General Public - G,WESTERN
https://www.jobs.virginia.gov/jobs/group-violence-intervention-gvi-coordinator-programs-major-crimes-emerging-threats-section-hampton-roads-oag00662-suffolk-virginia-united-states,495950,NA,Commensurate with experience,General Public - G,Hampton Roads District Office
https://www.jobs.virginia.gov/jobs/senior-investment-analyst-north-chesterfield-virginia-united-states-65297899-d05e-4c5b-aff4-f3ce636aace6,494369,NA,"$115,000 -$135,000",General Public - G,Arboretum North Chesterfield
https://www.jobs.virginia.gov/jobs/engineer-structure-and-bridge-staunton-virginia-united-states,495730,NA,"$67,646 - $109,925",General Public - G,"Staunton, Commerce Rd"
https://www.jobs.virginia.gov/jobs/csu-director-charlottesville-virginia-united-states,494258,NA,"commensurate up to $95,000",General Public - G,16th Dist. CSU Charlottesville
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-tidewater-virginia-offices-portsmouth-virginia-united-states,494712,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,Multiple Locations
https://www.jobs.virginia.gov/jobs/campus-life-associate-recreation-therapist-wwrw0084-fishersville-virginia-united-states,495311,NA,"Starting Salary $40,000 Commensurate with experience",General Public - G,Wilson Wkfc Rehab Ctn
https://www.jobs.virginia.gov/jobs/maintenance-operator-fairfield-virginia-united-states,494800,NA,"$33,005 - $53,633",General Public - G,Fairfield AHQ
https://www.jobs.virginia.gov/jobs/bridge-maintenance-operator-verona-united-states,494759,NA,"$36,400 - $59,150",General Public - G,Verona BRIDGE
https://www.jobs.virginia.gov/jobs/maintenance-operator-stephens-city-stephens-city-virginia-united-states-1c19b123-fe21-4aa7-b813-227982c161ec,494678,NA,"$33,005 - $53,633",General Public - G,Stephens City AHQ
https://www.jobs.virginia.gov/jobs/maintenance-operator-fishersville-virginia-united-states,494608,NA,"$33,005 - $53,633",General Public - G,Fishersville AHQ
https://www.jobs.virginia.gov/jobs/contract-closeout-specialist-cms-chester-bviis099-richmond-virginia-united-states,494352,NA,"Minimum starting salary $43,779",General Public - G,Blind & Vision Impaired
https://www.jobs.virginia.gov/jobs/placement-counselor-ars00475-henrico-virginia-united-states,494346,NA,"Minimum starting salary at $44,100 commensurate with experience",General Public - G,Aging & Rehab Svcs
https://www.jobs.virginia.gov/jobs/police-officer-fishersville-virginia-united-states,493842,NA,"Up to mid $50,000",General Public - G,Wilson Workforce & Rehab Ctr
https://www.jobs.virginia.gov/jobs/attorney-assistant-public-defender-i-ii-central-virginia-offices-lynchburg-virginia-united-states,494491,NA,"$58,492.00 / $67,052.00 + State Benefits",General Public - G,Multiple Locations
https://www.jobs.virginia.gov/jobs/deputy-clerk-fairfax-county-court-operations-fairfax-virginia-united-states,494897,NA,"negotiable to 43,259 + 15% County Supplement",General Public - G,Fairfax County Gen Dist Court
https://www.jobs.virginia.gov/jobs/deputy-clerk-fairfax-county-fairfax-virginia-united-states,494887,NA,"negotiable to 43,259 + 15% County Stipend",General Public - G,Fairfax County Gen Dist Court
https://www.jobs.virginia.gov/jobs/human-resources-officer-pocahontas-virginia-united-states,494555,NA,"$63,000 - $88,597",General Public - G,Pocahontas State Corr Ctr
https://www.jobs.virginia.gov/jobs/certification-and-training-assistant-richmond-virginia-united-states,494723,NA,"$44,100 + State Benefits",General Public - G,ADMINISTRATIVE OFFICE 200
https://www.jobs.virginia.gov/jobs/production-supervisor-it006-richmond-virginia-united-states,494686,NA,"Salary Range $42,000 - $56,930",General Public - G,Blind & Vision Impaired
https://www.jobs.virginia.gov/jobs/software-quality-assurance-engineer-north-chesterfield-virginia-united-states,494607,NA,"$110,000 - $125,000",General Public - G,ARBORETUM NORTH CHESTERFIELD
https://www.jobs.virginia.gov/jobs/senior-trial-attorney-danville-danville-virginia-united-states,494617,NA,"$78,465.00 + State Benefits",General Public - G,DANVILLE 315
https://www.jobs.virginia.gov/jobs/deputy-clerk-loudoun-leesburg-virginia-united-states,494139,NA,"negotiable to 43,259 + 15% County Supplement",General Public - G,Loudoun General District Court
https://www.jobs.virginia.gov/jobs/investigator-northern-virginia-richmond-virginia-united-states,494109,NA,Negotiable,General Public - G,Virginia State Bar
https://www.jobs.virginia.gov/jobs/spanish-language-court-interpreter-prince-william-richmond-virginia-united-states,493467,NA,"negotiable to 65,000",General Public - G,Supreme Court of Virginia
